Name,BSE Code,NSE Code,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,Debt to equity,Price to Sales,Sales growth,EPS,Free Cash generated from EBIDTA,EVEBITDA,Price to book value,EV by FCF,Merged_data,URL
Som Distilleries,507514,SDBL,Breweries & Distilleries,115.6,23.97,2238.72,0.09,40.55,20.43,513.08,33.26,19.43,0.3,1.59,51.05,4.82,-5.83,14.08,3.99,-28.09,SDBL,https://www.screener.in/company/SDBL/consolidated/
Soma Papers,516038,,Paper,86.5,,12.11,0.0,-0.45,-1400.0,0.0,,-82.76,0.22,,,-2.57,186.11,-33.0,52.73,594.0,516038.0,https://www.screener.in/company/516038/consolidated/
Soma Textiles,521034,SOMATEX,Trading,33.68,72.59,110.34,0.0,19.28,292.54,1.03,-62.95,2.56,0.02,19.26,10.19,6.39,2089.29,39.06,1.26,0.56,SOMATEX,https://www.screener.in/company/SOMATEX/consolidated/
Somany Ceramics,531548,SOMANYCERA,Ceramics - Tiles / Sanitaryware,709.15,31.66,2905.25,0.42,12.26,-24.74,578.58,-1.36,14.37,0.52,1.12,3.09,22.63,126.42,12.26,4.04,-433.45,SOMANYCERA,https://www.screener.in/company/SOMANYCERA/consolidated/
Somi Conv.Belt.,533001,SOMICONVEY,Miscellaneous,181.25,47.04,214.03,0.0,1.88,-5.05,38.44,-0.9,9.26,0.21,2.1,8.94,3.86,60.2,24.37,3.01,14.81,SOMICONVEY,https://www.screener.in/company/SOMICONVEY/consolidated/
Sona BLW Precis.,543300,SONACOMS,Auto Ancillaries,662.6,71.7,38887.09,0.46,154.96,49.36,830.07,23.19,23.76,0.15,12.76,17.76,9.17,44.69,41.63,15.1,234.7,SONACOMS,https://www.screener.in/company/SONACOMS/consolidated/
Sona Machinery,,SONAMAC,Engineering,166.5,21.83,228.51,0.0,7.55,,56.78,,101.8,0.01,2.4,17.89,7.63,-28.65,11.95,3.49,19.47,SONAMAC,https://www.screener.in/company/SONAMAC/consolidated/
Sonal Adhesives,526901,,Packaging,76.0,24.89,46.05,0.0,0.27,-57.81,26.68,21.33,25.27,1.01,0.46,20.86,3.05,-63.09,13.67,6.39,-27.27,526901.0,https://www.screener.in/company/526901/consolidated/
Sonal Mercantile,538943,,Finance & Investments,108.0,6.58,159.17,0.0,7.32,61.59,10.26,14.38,6.5,0.93,4.05,49.0,16.42,0.72,11.53,0.51,-3.07,538943.0,https://www.screener.in/company/538943/consolidated/
Sonalis Consumer,543924,,Trading,83.5,834.52,16.69,0.0,-0.29,,0.63,,0.26,0.35,4.09,-37.42,0.1,-10166.67,350.8,2.95,-4.69,543924.0,https://www.screener.in/company/543924/consolidated/
Sonam,,SONAMLTD,Miscellaneous,51.1,37.06,204.56,0.0,1.68,189.66,22.28,28.12,13.1,0.39,2.33,6.09,1.38,61.44,17.62,3.61,35.4,SONAMLTD,https://www.screener.in/company/SONAMLTD/consolidated/
Sonata Software,532221,SONATSOFTW,Computers - Software - Medium / Small,627.2,42.61,17615.04,1.26,105.63,-12.06,2527.43,25.4,35.51,0.54,1.93,18.73,10.48,39.66,20.81,12.5,77.05,SONATSOFTW,https://www.screener.in/company/SONATSOFTW/consolidated/
Soni Medicare,539378,,Healthcare,27.25,,11.62,0.0,-0.89,2.2,7.15,17.99,-6.58,6.04,0.41,3.63,-3.94,-27.27,-80.4,7.22,-111.67,539378.0,https://www.screener.in/company/539378/consolidated/
Sonu Infratech,,SONUINFRA,Construction,66.4,18.1,52.12,0.0,1.77,,70.43,,12.41,1.27,0.58,41.14,3.67,45.35,7.86,2.06,-11.17,SONUINFRA,https://www.screener.in/company/SONUINFRA/consolidated/
Sotac Pharma.,,SOTAC,Pharmaceuticals - Indian - Bulk Drugs & Formln,155.2,39.07,171.5,0.0,2.55,82.46,52.19,30.99,14.11,0.55,1.65,34.01,3.87,-575.55,21.46,3.79,428.76,SOTAC,https://www.screener.in/company/SOTAC/consolidated/
Source Industrie,521036,,Textiles - Processing,3.32,,3.78,0.0,-0.01,50.0,0.02,100.0,-3.28,0.05,54.0,40.0,-0.13,33.33,-26.27,0.88,65.67,521036.0,https://www.screener.in/company/521036/consolidated/
Source Natural,531398,,Pharmaceuticals - Indian - Bulk Drugs & Formln,169.5,61.64,109.1,0.0,0.32,-73.6,6.83,0.0,18.39,0.0,4.0,37.95,2.7,69.3,23.15,5.61,39.86,531398.0,https://www.screener.in/company/531398/consolidated/
South Asian Ent.,526477,,Trading,52.25,,20.9,0.0,-0.42,12.5,1.19,-17.36,-14.68,1.01,4.04,-8.66,-2.2,93.75,-156.0,5.07,-13.82,526477.0,https://www.screener.in/company/526477/consolidated/
South Ind.Bank,532218,SOUTHBANK,Banks - Private Sector,25.13,5.66,6574.42,1.19,294.13,45.36,2314.41,14.29,6.47,14.78,0.74,16.58,4.44,96.59,13.74,0.98,-13.32,SOUTHBANK,https://www.screener.in/company/SOUTHBANK/consolidated/
South West Pinn.,543986,SOUTHWEST,Mining / Minerals / Metals,107.1,42.17,298.55,0.47,2.24,-32.73,45.0,18.42,9.12,0.75,2.24,7.56,2.54,-103.02,14.17,2.41,-291.96,SOUTHWEST,https://www.screener.in/company/SOUTHWEST/consolidated/
South. Magnesium,513498,,Mining / Minerals / Metals,353.6,22.91,106.08,0.0,1.78,270.83,5.95,331.16,48.56,0.25,7.56,99.72,15.43,-49.84,17.14,10.91,25.19,513498.0,https://www.screener.in/company/513498/consolidated/
Southern Infosys,540174,,Trading,28.32,50.76,14.21,0.0,0.2,500.0,8.43,83.26,5.4,0.0,0.77,74.44,0.56,1066.67,30.53,2.5,-37.42,540174.0,https://www.screener.in/company/540174/consolidated/
Southern Latex,514454,,Textiles - Products,27.55,84.48,20.27,0.0,0.21,5.0,0.0,,4.35,0.0,,,0.33,-121.43,69.9,3.1,-67.57,514454.0,https://www.screener.in/company/514454/consolidated/
Sover. Diamonds,523826,,Diamond Cutting / Jewellery,27.0,11.33,15.64,0.0,0.33,-13.16,8.07,8.76,10.6,0.68,0.55,2.19,2.38,28.0,7.75,0.93,-123.36,523826.0,https://www.screener.in/company/523826/consolidated/
SP Refractories,,SPRL,Refractories / Intermediates,264.35,30.33,47.31,0.0,0.81,,14.88,,18.11,0.45,1.64,5.8,8.72,16.92,17.74,4.51,-39.08,SPRL,https://www.screener.in/company/SPRL/consolidated/
SPA CAPT SER,542376,,Finance & Investments,154.55,73.09,47.51,0.0,0.2,33.33,6.12,9.09,1.44,1.45,2.25,27.06,2.11,403.51,102.6,,31.23,542376.0,https://www.screener.in/company/542376/consolidated/
Space Incubatric,541890,,Miscellaneous,2.2,,7.61,0.0,-0.07,-75.0,0.0,,0.44,0.0,,,0.0,,189.0,0.85,0.38,541890.0,https://www.screener.in/company/541890/consolidated/
Spacenet Enterpr,,SPCENET,Trading,27.35,142.93,1502.14,0.0,2.57,3.63,34.44,56.76,14.4,0.01,10.68,-4.34,0.19,-168.37,125.58,14.29,-286.21,SPCENET,https://www.screener.in/company/SPCENET/consolidated/
Span Divergent,524727,,Miscellaneous,28.91,22.55,15.79,0.0,0.88,231.41,3.03,-10.62,65.9,,1.25,1.12,1.79,148.25,7.81,,13.18,524727.0,https://www.screener.in/company/524727/consolidated/
Spandana Sphoort,542759,SPANDANA,Finance & Investments,615.0,10.74,4384.26,0.0,51.29,-53.85,663.13,36.21,14.16,2.53,1.77,56.38,57.31,-168.98,7.61,1.24,-5.58,SPANDANA,https://www.screener.in/company/SPANDANA/consolidated/
SPARC,532872,SPARC,Miscellaneous,217.25,,7051.49,0.0,-96.84,-1.56,16.81,-29.81,-109.1,0.45,103.08,-70.8,-12.01,117.48,-18.5,56.47,-82.73,SPARC,https://www.screener.in/company/SPARC/consolidated/
Sparc Electrex,531370,,Trading,17.0,172.97,17.3,0.0,-0.08,-500.0,4.17,1290.0,4.74,0.06,2.34,52.37,0.12,-1563.16,29.32,0.9,-18.99,531370.0,https://www.screener.in/company/531370/consolidated/
Speciality Rest.,534425,SPECIALITY,Hotels,167.35,27.22,800.16,1.5,3.38,-94.4,96.19,9.92,11.44,0.45,1.98,7.93,6.11,69.37,10.11,2.62,13.15,SPECIALITY,https://www.screener.in/company/SPECIALITY/consolidated/
Spectra Industri,513687,,Auto Ancillaries,5.08,,3.6,0.0,-1.23,16.89,0.0,,-40.85,,,,-3.49,-789.04,-202.7,,13.02,513687.0,https://www.screener.in/company/513687/consolidated/
Spectrum Electr.,,SPECTRUM,Electric Equipment,1930.0,152.74,3012.08,0.05,12.61,,197.72,,18.94,0.52,9.01,31.95,12.64,-54.25,68.5,17.75,-255.28,SPECTRUM,https://www.screener.in/company/SPECTRUM/consolidated/
Spectrum Foods,531982,,Food - Processing - Indian,24.92,43.21,57.47,0.0,-5.15,-22.62,6.33,38.82,104.02,1.33,2.63,118.74,0.55,24.55,18.33,45.69,6.53,531982.0,https://www.screener.in/company/531982/consolidated/
Spectrum Talent,,SPECTSTM,Diversified - Medium / Small,96.25,19.18,222.27,0.0,7.56,,586.18,,17.41,0.01,0.22,32.31,5.02,-93.06,12.73,1.52,21.32,SPECTSTM,https://www.screener.in/company/SPECTSTM/consolidated/
Spel Semiconduct,517166,,Electronics - Components,206.15,452.74,950.76,0.0,-4.26,45.65,2.28,2.7,8.75,0.6,69.1,-24.77,-1.79,155.13,132.42,22.8,-460.33,517166.0,https://www.screener.in/company/517166/consolidated/
Spencer's Retail,542337,SPENCERS,Trading,85.88,,776.26,0.0,-43.43,32.29,548.32,-3.83,-10.28,,0.33,-3.27,-27.23,-3.52,65.4,,1584.96,SPENCERS,https://www.screener.in/company/SPENCERS/consolidated/
Spenta Intl.,526161,,Textiles - Products,123.3,30.99,34.09,0.81,0.48,-42.17,9.14,-13.53,6.69,0.8,0.97,-33.31,3.98,94.53,11.06,1.21,16.0,526161.0,https://www.screener.in/company/526161/consolidated/
Spice IslandsInd,526827,,Textiles - Products,45.5,61.15,19.57,0.0,0.06,20.0,0.0,-100.0,211.76,,27.56,-32.38,0.74,-207.32,42.6,,91.0,526827.0,https://www.screener.in/company/526827/consolidated/
SpiceJet,500285,,Transport - Airlines,52.52,,4166.96,0.0,119.0,605.81,1719.37,-19.84,1.5,,0.59,-20.51,-5.23,-1270.73,11.68,,83.41,500285.0,https://www.screener.in/company/500285/consolidated/
SPL Industries,532651,SPLIL,Trading,60.85,15.02,176.49,0.0,4.25,5.72,68.62,24.36,9.32,0.0,0.89,-30.0,4.05,23.18,6.89,0.89,573.08,SPLIL,https://www.screener.in/company/SPLIL/consolidated/
SPML Infra,500402,SPMLINFRA,Construction,179.5,,1061.84,0.0,-3.56,-137.79,461.21,-0.49,3.52,1.19,0.81,49.35,-1.42,1023.79,24.1,1.91,45.69,SPMLINFRA,https://www.screener.in/company/SPMLINFRA/consolidated/
Sportking India,539221,SPORTKING,Textiles - Spinning - Synthetic / Blended,1266.05,19.15,1608.36,0.4,31.83,75.08,634.05,17.65,10.06,1.15,0.65,15.65,66.1,-189.8,9.61,1.95,16.39,SPORTKING,https://www.screener.in/company/SPORTKING/consolidated/
Sprayking Ltd,540079,,Mining / Minerals / Metals,37.17,36.37,196.4,0.0,1.77,-3.6,20.17,154.35,,1.17,1.93,425.92,1.02,-195.86,14.46,6.64,,540079.0,https://www.screener.in/company/540079/consolidated/
Spright Agro,531205,,Miscellaneous,82.53,249.67,4421.58,0.0,6.25,3806.25,52.88,1717.18,38.62,0.01,36.11,1552.36,1.23,-113.76,230.55,67.1,88438.4,531205.0,https://www.screener.in/company/531205/consolidated/
SPS Finquest,538402,,Finance & Investments,63.0,19.3,63.87,0.0,0.7,125.09,1.74,79.38,3.08,0.14,7.7,-8.4,3.27,-1477.16,30.52,1.06,17.53,538402.0,https://www.screener.in/company/538402/consolidated/
SPS Intl.,530177,,Trading,33.82,,14.34,0.0,-0.12,-71.43,0.0,-100.0,-9.14,0.0,478.0,-200.0,-0.85,111.43,-33.2,3.92,5.12,530177.0,https://www.screener.in/company/530177/consolidated/
Square Four Pro.,526532,,Construction,8.94,,17.53,0.0,0.05,-16.67,0.0,,-0.68,0.21,,,-0.08,-925.0,-122.81,0.89,-163.75,526532.0,https://www.screener.in/company/526532/consolidated/
Sr. Jayala. Auto,530037,,Textiles - Cotton/Blended,15.83,2.23,7.09,0.0,-0.05,-150.0,0.0,,313.17,0.0,,,7.1,108.49,1.97,5.37,-156.75,530037.0,https://www.screener.in/company/530037/consolidated/
Sr.Rayala.Hypo,532842,SRHHYPOLTD,Chemicals,569.5,11.05,977.21,0.7,20.98,-65.1,165.17,-62.05,15.7,0.01,1.13,-47.52,46.85,100.03,4.83,1.21,4.66,SRHHYPOLTD,https://www.screener.in/company/SRHHYPOLTD/consolidated/
Sreechem Resins,514248,,Chemicals,71.35,12.81,29.96,0.0,0.83,151.88,17.86,139.73,22.23,0.28,0.57,-30.79,5.85,7.38,8.13,2.07,8.22,514248.0,https://www.screener.in/company/514248/consolidated/
Sreeleathers,535601,SREEL,Trading,306.0,26.33,706.99,0.0,4.78,-28.97,49.6,2.71,9.29,0.01,3.25,9.04,11.6,78.19,18.34,1.7,24.95,SREEL,https://www.screener.in/company/SREEL/consolidated/
Srestha Finvest,539217,,Finance & Investments,2.15,101.32,176.3,0.0,5.06,209.76,5.64,705.71,4.18,0.37,13.83,363.64,0.02,-275.74,34.28,1.3,-4.94,539217.0,https://www.screener.in/company/539217/consolidated/
SRF,503806,SRF,Chemicals,2500.0,60.34,74142.93,0.29,252.22,-29.8,3464.12,3.77,12.71,0.44,5.59,-7.33,41.45,-5.73,30.44,6.46,1580.38,SRF,https://www.screener.in/company/SRF/consolidated/
SRG Housing,534680,SRGHFL,Finance - Housing,377.05,24.07,506.89,0.0,6.09,45.69,36.15,37.82,13.52,3.1,4.0,35.39,15.83,-187.1,11.81,3.17,-10.88,SRGHFL,https://www.screener.in/company/SRGHFL/consolidated/
Sri Adhik. Bros.,530943,SABTNL,Entertainment / Electronic Media Software,402.15,,1008.48,0.0,-5.35,1.47,2.45,,,0.12,365.39,,-8.38,-161.02,-417.41,90.46,7577.62,SABTNL,https://www.screener.in/company/SABTNL/consolidated/
Sri Havisha,531322,HAVISHA,Hotels,2.4,,72.52,0.0,-2.39,-1227.78,3.35,-5.37,2.35,1.3,5.04,-11.17,-0.14,69.11,31.48,2.45,76.62,HAVISHA,https://www.screener.in/company/HAVISHA/consolidated/
Sri KPR Inds.,514442,,Power Generation And Supply,37.72,8.09,76.01,0.0,2.59,266.67,2.78,-4.79,8.95,0.0,5.59,-5.03,4.91,53.54,4.64,0.65,-27.61,514442.0,https://www.screener.in/company/514442/consolidated/
Sri Lak.Sar.Arni,521161,,Textiles - Cotton/Blended,46.65,,15.53,0.0,-4.03,25.23,28.3,-17.73,,,0.12,-15.84,-59.95,-17.16,-2.41,,-19.73,521161.0,https://www.screener.in/company/521161/consolidated/
Sri Nacha. Cott.,521234,,Textiles - Cotton/Blended,34.0,,14.62,0.0,0.2,111.36,18.56,-5.02,-3.89,2.05,0.22,-43.38,-11.14,-395.28,-38.99,0.76,2.57,521234.0,https://www.screener.in/company/521234/consolidated/
Sri Ramakr. Mill,521178,,Textiles - Cotton/Blended,66.48,8.41,47.33,0.0,1.91,4.21,21.66,64.71,23.43,1.81,0.8,49.96,9.1,32.08,6.25,2.55,23.38,521178.0,https://www.screener.in/company/521178/consolidated/
Srivari Spices &,,SSFL,Food - Processing - Indian,252.8,25.68,180.55,0.0,,,,,,,2.31,,9.84,-293.26,,,,SSFL,https://www.screener.in/company/SSFL/consolidated/
Srivasavi Adhes.,,SRIVASAVI,Packaging,103.5,28.49,146.7,0.0,2.39,,37.26,,23.77,0.07,1.9,30.67,3.63,-63.21,18.38,4.33,-15.31,SRIVASAVI,https://www.screener.in/company/SRIVASAVI/consolidated/
SRM Contractors,544158,SRM,Construction,253.15,21.42,577.73,0.0,6.17,-11.73,107.87,4.93,28.05,0.37,1.69,14.03,16.11,12.36,11.5,,-116.71,SRM,https://www.screener.in/company/SRM/consolidated/
SRM Energy Ltd,523222,,Power Generation And Supply,17.79,,16.12,0.0,-0.12,85.71,0.0,,-135.09,,,,-0.87,66.23,-80.69,,-71.41,523222.0,https://www.screener.in/company/523222/consolidated/
SRU Steels,540914,,Trading,9.69,36.31,11.62,0.69,0.11,-77.55,1.04,-88.51,3.27,0.0,0.63,16.02,0.27,-95.45,22.23,0.85,-31.24,540914.0,https://www.screener.in/company/540914/consolidated/
SSPDL Ltd,530821,,Construction,19.0,,24.57,0.0,-2.52,-436.17,0.76,-86.62,-1.96,11.53,1.26,-55.13,-2.2,-492.23,-83.11,6.19,2.84,530821.0,https://www.screener.in/company/530821/consolidated/
St Bk of India,500112,SBIN,Banks - Public Sector,811.1,9.93,723832.59,1.69,20094.36,4.25,118242.45,16.54,6.16,13.51,1.59,21.42,76.05,5.8,16.1,1.75,-69.8,SBIN,https://www.screener.in/company/SBIN/consolidated/
Standard Battery,504180,,Trading,98.22,,50.8,0.0,0.16,103.21,0.0,,-7.52,0.0,,,-0.19,320.0,-1010.4,39.9,,504180.0,https://www.screener.in/company/504180/consolidated/
Standard Inds.,530017,SIL,Trading,31.29,,200.55,3.36,9.99,278.07,6.9,34.77,-6.83,0.16,7.55,25.83,-0.02,-24.51,-24.96,1.48,-2.72,SIL,https://www.screener.in/company/SIL/consolidated/
Standard Surfact,526231,,Detergents / Intermediates,56.55,31.57,46.72,0.0,0.29,-9.38,37.37,11.05,5.43,1.19,0.36,-14.06,1.79,-622.67,23.27,1.68,876.67,526231.0,https://www.screener.in/company/526231/consolidated/
Stanley Lifesty.,544202,STANLEY,Miscellaneous,553.75,108.48,3156.79,0.0,10.3,88.89,119.2,23.01,13.88,0.83,7.3,3.22,5.83,-22.2,34.39,,92.0,STANLEY,https://www.screener.in/company/STANLEY/consolidated/
Stanpacks(India),530931,,Packaging,12.5,13.61,7.62,0.0,0.09,145.0,7.59,-3.8,4.35,1.29,0.28,-4.51,0.92,334.02,12.15,1.11,-21.47,530931.0,https://www.screener.in/company/530931/consolidated/
Stanrose Mafat.,506105,,Finance & Investments,84.99,,33.74,0.0,-0.22,-269.23,0.63,-40.0,-3.85,0.05,34.43,-52.88,-19.68,30.89,-17.79,0.7,37.88,506105.0,https://www.screener.in/company/506105/consolidated/
Star Cement,540575,STARCEMENT,Cement - North India,199.0,27.28,8051.76,0.0,87.67,-8.79,913.53,10.18,16.43,0.05,2.77,7.61,7.3,-125.25,13.9,2.97,-41.71,STARCEMENT,https://www.screener.in/company/STARCEMENT/consolidated/
Star Delta Trans,539255,,Electric Equipment,868.45,23.43,260.55,0.0,2.12,-39.43,38.28,-4.66,23.24,0.03,1.86,96.45,37.06,-46.89,14.87,3.53,-15.23,539255.0,https://www.screener.in/company/539255/consolidated/
Star Health Insu,543412,STARHEALTH,Finance & Investments,579.2,38.69,33902.1,0.0,318.93,10.8,3815.66,15.86,17.21,,2.33,16.37,14.98,101.43,28.96,,27.58,STARHEALTH,https://www.screener.in/company/STARHEALTH/consolidated/
Star Housing Fin,539017,,Finance - Housing,46.52,35.41,366.49,0.11,3.02,94.84,18.91,53.86,10.9,2.41,5.62,53.58,1.32,-285.22,12.91,2.75,-5.3,539017.0,https://www.screener.in/company/539017/consolidated/
Star Paper Mills,516022,STARPAPER,Paper,237.6,5.67,371.45,1.47,14.31,-23.43,100.43,-18.62,13.4,0.01,0.84,-9.79,41.0,17.53,3.95,0.57,8.34,STARPAPER,https://www.screener.in/company/STARPAPER/consolidated/
Starcom Info.,531616,,Computers - Software - Medium / Small,76.9,,38.46,0.0,-4.19,-190.97,0.28,-44.0,-93.65,,21.37,-10.89,-15.38,7.72,-11.04,,-50.54,531616.0,https://www.screener.in/company/531616/consolidated/
Starlineps Enter,540492,,Trading,160.3,387.14,692.97,0.0,-0.2,-217.65,11.59,135.09,9.77,0.0,23.29,48.87,0.41,494.35,272.58,26.37,308.51,540492.0,https://www.screener.in/company/540492/consolidated/
Starlit Power,538733,,Mining / Minerals / Metals,5.29,,5.33,0.0,-1.01,90.88,0.0,-100.0,-9.22,,,-100.0,-3.78,-291.38,-181.58,,174.85,538733.0,https://www.screener.in/company/538733/consolidated/
Starlite Comp.,517548,,Miscellaneous,3.09,21.15,5.29,0.0,10.85,587.5,1.54,180.0,,,1.69,46.26,6.06,-80.0,10.2,,33.15,517548.0,https://www.screener.in/company/517548/consolidated/
Starlog Enterp.,520155,,Miscellaneous,34.3,,41.06,0.0,3.81,-50.26,3.33,40.51,1.45,0.34,3.3,-73.44,-1.96,122.97,7.84,1.19,0.17,520155.0,https://www.screener.in/company/520155/consolidated/
Starteck Fin.,512381,STARTECK,Finance & Investments,275.0,17.14,272.54,0.09,3.45,0.58,10.93,21.58,7.9,0.99,7.3,41.62,16.04,120.26,15.14,1.33,5.45,STARTECK,https://www.screener.in/company/STARTECK/consolidated/
Std. Capital Mkt,511700,,Finance & Investments,1.53,24.71,264.69,0.0,2.52,52.5,10.7,200.56,8.18,1.54,9.66,142.69,0.07,-600.91,19.21,1.4,-2.24,511700.0,https://www.screener.in/company/511700/consolidated/
Steel City Sec.,,STEELCITY,Finance & Investments,88.79,11.31,134.14,2.25,4.4,121.11,17.34,25.11,13.67,0.04,2.27,0.63,7.85,-115.89,4.46,1.13,32.01,STEELCITY,https://www.screener.in/company/STEELCITY/consolidated/
Steel Exchange,534748,STEELXIND,Steel - Medium / Small,13.1,82.23,1553.37,0.0,2.58,147.51,263.65,4.94,8.29,0.58,1.41,-13.13,0.16,-114.05,17.97,2.35,15.44,STEELXIND,https://www.screener.in/company/STEELXIND/consolidated/
Steel Str. Wheel,513262,SSWL,Auto Ancillaries,217.7,15.01,3415.61,0.46,40.81,-13.92,1025.29,-1.83,17.5,0.73,0.79,6.61,42.58,-51.55,9.32,2.37,20.82,SSWL,https://www.screener.in/company/SSWL/consolidated/
Steel Strips Inf,513173,,Construction,32.97,1.12,28.48,0.0,-13.27,-1769.01,0.33,22.22,32.71,0.02,23.34,9.91,29.54,3.67,1.17,0.32,28.34,513173.0,https://www.screener.in/company/513173/consolidated/
Steelcast,513517,STEELCAS,Castings & Forgings,657.5,17.82,1328.38,1.09,18.71,-4.25,98.4,-18.22,39.95,0.0,3.24,-14.06,37.06,53.37,11.01,4.94,21.01,STEELCAS,https://www.screener.in/company/STEELCAS/consolidated/
Steelman Telecom,543622,,Telecommunications - Service Provider,165.0,,159.66,0.0,-5.6,,116.12,,-9.29,1.47,0.73,62.85,-3.29,107.56,22.88,4.99,-4.17,543622.0,https://www.screener.in/company/543622/consolidated/
STEL Holdings,533316,STEL,Finance & Investments,431.6,61.31,805.51,0.0,0.09,-60.87,0.39,-25.0,1.53,0.0,43.92,5.58,7.12,68.22,43.98,0.53,56.35,STEL,https://www.screener.in/company/STEL/consolidated/
Stellant Secu.,526071,,Finance & Investments,31.97,8.17,2.37,0.0,-0.06,-700.0,0.0,-100.0,25.17,0.0,5.78,105.0,3.92,86.67,5.03,2.55,50.33,526071.0,https://www.screener.in/company/526071/consolidated/
Stellar Capital,536738,,Finance & Investments,5.0,,12.48,0.0,-1.63,,0.85,,-1.59,0.0,5.33,-25.48,-0.31,16.0,-17.81,0.27,249.4,536738.0,https://www.screener.in/company/536738/consolidated/
Step Two Corp.,531509,,Finance & Investments,35.0,,14.86,0.0,-1.58,-818.18,0.0,-100.0,-7.93,0.0,61.92,-73.33,-0.71,-734.78,-31.67,2.63,-28.02,531509.0,https://www.screener.in/company/531509/consolidated/
Stephanotis Fin.,512215,,Finance & Investments,36.75,,23.7,0.0,-0.02,-300.0,0.18,-5.26,-0.49,0.05,30.0,-36.29,-0.2,500.0,-156.06,0.93,-192.08,512215.0,https://www.screener.in/company/512215/consolidated/
Sterling & Wils.,542760,SWSOLAR,Engineering - Turnkey Services,626.35,,14606.92,0.0,4.83,104.4,915.06,77.7,2.83,0.53,4.25,159.66,-5.35,476.22,113.56,15.07,-8.04,SWSOLAR,https://www.screener.in/company/SWSOLAR/consolidated/
Sterling Green,526500,,Hotels,32.5,,13.78,0.0,-0.35,-174.47,0.16,-88.65,-5.64,0.99,5.53,-28.24,-4.41,-63.76,-27.45,1.08,-31.37,526500.0,https://www.screener.in/company/526500/consolidated/
Sterling Guaran.,508963,,Miscellaneous,31.5,,20.59,0.0,-0.03,25.0,0.0,,-700.0,,,-100.0,-0.11,114.29,-305.29,,1068.5,508963.0,https://www.screener.in/company/508963/consolidated/
Sterling Powerg.,513575,,Trading,53.46,,27.26,0.0,1.26,1150.0,6.41,7022.22,-28.57,16.2,3.96,1984.85,5.57,-464.0,-57.24,181.62,139.0,513575.0,https://www.screener.in/company/513575/consolidated/
Sterling Tools,530759,STERTOOLS,Fasteners,365.75,24.04,1324.0,0.54,16.25,66.67,269.25,27.2,14.8,0.26,1.42,20.72,15.37,90.25,11.69,2.95,44.01,STERTOOLS,https://www.screener.in/company/STERTOOLS/consolidated/
Sterlite Tech.,532374,STLTECH,Cables - Telephone,132.9,,6480.5,0.75,-48.0,-206.82,1218.0,-19.97,4.8,1.67,1.25,-25.66,-3.62,357.89,19.37,2.62,-78.13,STLTECH,https://www.screener.in/company/STLTECH/consolidated/
STL Global,532730,SGL,Textiles - Processing,18.96,,52.07,0.0,-0.76,-1185.71,23.4,15.44,-4.27,0.0,0.6,-13.75,-0.94,326.88,-259.1,1.93,5.47,SGL,https://www.screener.in/company/SGL/consolidated/
Storage Tech,544171,,Engineering,159.2,35.18,204.41,0.0,6.66,,52.06,,,1.5,2.3,15.88,6.46,20.41,17.94,,63.84,544171.0,https://www.screener.in/company/544171/consolidated/
Stove Kraft,543260,STOVEKRAFT,Domestic Appliances,565.0,54.62,1864.57,0.44,2.66,144.33,325.23,16.96,10.74,0.58,1.37,6.52,10.33,11.94,17.72,4.25,-98.77,STOVEKRAFT,https://www.screener.in/company/STOVEKRAFT/consolidated/
Stovec Inds.,504959,,Textile Machinery,3130.0,57.64,654.17,3.67,4.75,93.88,59.96,35.05,7.36,0.0,2.94,4.0,54.36,35.82,29.29,4.67,35.0,504959.0,https://www.screener.in/company/504959/consolidated/
Stratmont Indus.,530495,,Trading,55.87,209.5,159.22,0.0,0.12,-77.36,43.65,28.04,7.41,7.56,1.82,65.47,2.17,-1386.36,89.1,5.28,-32.2,530495.0,https://www.screener.in/company/530495/consolidated/
Strides Pharma,532531,STAR,Pharmaceuticals - Indian - Bulk Drugs & Formln,1034.05,91.29,9510.81,0.14,68.31,817.8,1087.51,16.94,7.91,1.18,2.26,14.42,0.48,141.97,17.33,4.47,-273.55,STAR,https://www.screener.in/company/STAR/consolidated/
Sturdy Industrie,530611,,Aluminium and Aluminium Products,0.41,,6.2,0.0,-0.87,50.29,0.1,0.0,-10.9,,18.24,-89.97,-0.61,-91.69,-19.18,,127.57,530611.0,https://www.screener.in/company/530611/consolidated/
Stylam Industrie,526951,STYLAMIND,Miscellaneous,1883.4,24.67,3200.97,0.13,28.35,2.09,242.59,7.49,33.72,0.0,3.44,-1.26,76.1,58.33,16.27,5.95,77.57,STYLAMIND,https://www.screener.in/company/STYLAMIND/consolidated/
Styrenix Perfor.,506222,STYRENIX,Petrochemicals,2618.95,22.9,4625.07,3.75,61.2,88.66,698.71,28.49,31.4,0.04,1.95,4.89,114.82,64.71,14.73,6.38,17.8,STYRENIX,https://www.screener.in/company/STYRENIX/consolidated/
Subex,532348,SUBEXLTD,Computers - Software - Medium / Small,30.9,,1737.58,0.0,-156.51,60.85,83.8,77.28,-5.48,0.08,5.61,11.13,-3.4,43.49,-175.16,5.22,382.46,SUBEXLTD,https://www.screener.in/company/SUBEXLTD/consolidated/
