Name,BSE Code,NSE Code,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,Debt to equity,Price to Sales,Sales growth,EPS,Free Cash generated from EBIDTA,EVEBITDA,Price to book value,EV by FCF,Merged_data,URL
JTL Industries,534600,JTLIND,Steel - Medium / Small,200.0,31.51,3714.97,0.05,30.7,21.01,515.38,2.1,24.67,0.03,1.81,21.7,6.89,-74.93,21.59,4.43,-258.83,JTLIND,https://www.screener.in/company/JTLIND/consolidated/
Jubilant Food.,533155,JUBLFOOD,Hotels,585.25,147.59,38614.26,0.2,208.25,77.86,1572.8,23.86,10.94,1.93,6.83,9.61,6.05,26.85,35.51,17.8,226.95,JUBLFOOD,https://www.screener.in/company/JUBLFOOD/consolidated/
Jubilant Inds.,533320,JUBLINDS,Chemicals,1446.0,41.08,2181.4,0.0,22.01,17.66,300.32,-12.54,23.75,0.69,1.74,-14.25,18.68,60.71,21.35,9.3,-528.05,JUBLINDS,https://www.screener.in/company/JUBLINDS/consolidated/
Jubilant Ingrev.,543271,JUBLINGREA,Chemicals,610.1,55.84,9717.74,0.82,48.74,-15.37,1024.34,-4.71,9.78,0.27,2.38,-12.75,10.93,-44.24,23.03,3.55,-660.2,JUBLINGREA,https://www.screener.in/company/JUBLINGREA/consolidated/
Jubilant Pharmo,530019,JUBLPHARMA,Pharmaceuticals - Indian - Bulk Drugs,840.9,57.26,13405.77,0.59,481.8,1676.33,1731.7,9.12,6.74,0.67,1.96,6.71,34.7,11.91,14.89,2.47,-119.23,JUBLPHARMA,https://www.screener.in/company/JUBLPHARMA/consolidated/
Julien Agro,536073,,Trading,26.51,1049.29,52.46,0.0,0.02,122.22,15.89,959.33,0.17,0.0,2.46,967.5,0.03,10685.71,738.71,1.26,1.72,536073.0,https://www.screener.in/company/536073/consolidated/
Jullundur Motor,,JMA,Auto Ancillaries,104.34,11.41,238.32,1.92,7.48,-1.45,120.87,2.51,14.7,0.0,0.56,3.63,9.15,42.26,7.76,1.21,-154.64,JMA,https://www.screener.in/company/JMA/consolidated/
Jumbo Bag,516078,,Packaging,43.57,12.12,36.47,0.0,0.47,9.3,28.04,15.49,8.53,1.13,0.34,3.42,1.46,122.61,8.53,1.09,8.74,516078.0,https://www.screener.in/company/516078/consolidated/
Juniper Hotels,544129,JUNIPER,Hotels,400.15,371.62,8844.53,0.0,46.75,216.09,245.28,26.45,6.81,0.47,10.82,22.62,1.07,109.2,30.27,3.35,31.82,JUNIPER,https://www.screener.in/company/JUNIPER/consolidated/
Jupiter Info.,534623,,Miscellaneous,38.16,7.0,38.24,0.0,2.82,-32.08,2.74,53.07,39.69,0.0,7.97,-10.95,5.45,53.46,2.8,1.67,10.92,534623.0,https://www.screener.in/company/534623/consolidated/
Jupiter Life Lin,543980,JLHL,Healthcare,1306.0,56.35,8562.29,0.08,43.15,47.79,245.31,16.55,22.16,0.0,9.4,15.66,23.18,15.08,32.67,6.88,58.48,JLHL,https://www.screener.in/company/JLHL/consolidated/
Jupiter Wagons,533272,JWL,Engineering,573.65,67.95,24357.31,0.09,89.23,40.3,894.93,18.82,31.67,0.21,6.44,49.76,8.76,-18.68,44.69,14.58,3138.95,JWL,https://www.screener.in/company/JWL/consolidated/
Just Dial,535648,JUSTDIAL,Miscellaneous,1162.5,52.38,9894.05,0.0,141.22,186.5,280.57,13.6,4.81,0.02,9.19,18.8,49.47,103.25,34.99,2.46,77.26,JUSTDIAL,https://www.screener.in/company/JUSTDIAL/consolidated/
Jyothi Infra.,531537,,Construction,30.62,,4.74,0.0,-1.88,,0.0,,-109.57,,,,-12.15,93.65,-11.54,,,531537.0,https://www.screener.in/company/531537/consolidated/
Jyothy Labs,532926,JYOTHYLAB,Personal Care - Indian,513.15,50.24,18825.17,0.68,101.69,5.65,741.81,7.96,26.99,0.03,6.7,9.15,10.21,89.6,34.25,10.42,59.12,JYOTHYLAB,https://www.screener.in/company/JYOTHYLAB/consolidated/
Jyoti,504076,,Electric Equipment,79.0,22.98,182.43,0.0,6.07,-27.23,62.4,18.52,4.11,,1.04,13.46,3.6,278.91,28.78,,25.71,504076.0,https://www.screener.in/company/504076/consolidated/
Jyoti CNC Auto.,544081,JYOTICNC,Engineering,1090.25,164.39,24800.2,0.0,99.64,125.99,450.13,0.98,21.25,0.22,18.53,44.04,6.63,-59.18,80.41,18.17,-1103.5,JYOTICNC,https://www.screener.in/company/JYOTICNC/consolidated/
Jyoti Resins,514448,,Chemicals,1417.85,25.35,1701.42,0.42,18.77,14.38,71.24,9.47,65.87,0.0,6.61,-1.51,55.93,27.72,17.53,10.23,-1026.34,514448.0,https://www.screener.in/company/514448/consolidated/
Jyoti Structures,513250,JYOTISTRUC,Transmisson Line Towers / Equipment,28.21,82.91,2392.78,0.0,14.12,154.41,128.96,-17.24,1.15,71.11,5.3,96.91,0.34,-128.78,148.12,,-89.08,JYOTISTRUC,https://www.screener.in/company/JYOTISTRUC/consolidated/
Jyotirgamya Ent.,539246,,Trading,108.0,,24.84,0.0,0.0,,0.0,,-0.32,0.0,,-100.0,0.0,,,7.96,,539246.0,https://www.screener.in/company/539246/consolidated/
K C P,590066,KCP,Cement - South India,222.85,14.98,2871.32,0.45,50.81,8.94,691.03,-7.14,15.45,0.34,1.03,14.9,14.77,21.81,5.77,2.03,-23.23,KCP,https://www.screener.in/company/KCP/consolidated/
K E C Intl.,532714,KEC,Transmisson Line Towers / Equipment,823.0,54.01,21176.37,0.48,87.58,106.9,4511.89,6.32,16.05,0.97,1.05,10.85,15.25,6.78,18.67,5.17,55.16,KEC,https://www.screener.in/company/KEC/consolidated/
K G Denim,500239,,Textiles - Cotton/Blended,26.53,,68.02,0.0,-7.9,19.54,66.0,-27.75,-5.32,9.54,0.26,-50.1,-9.99,-56.78,143.87,2.97,5.95,500239.0,https://www.screener.in/company/500239/consolidated/
K K Fincorp,503669,,Finance & Investments,53.29,497.37,29.84,0.0,0.0,-100.0,0.04,-84.62,0.32,0.0,175.53,-81.32,0.11,-80.0,588.2,1.75,15.32,503669.0,https://www.screener.in/company/503669/consolidated/
K P R Mill Ltd,532889,KPRMILL,Textiles - Products,836.0,35.45,28567.39,0.59,203.31,0.23,1609.66,-0.07,20.62,0.27,4.72,-2.47,23.57,33.2,22.92,6.55,-568.86,KPRMILL,https://www.screener.in/company/KPRMILL/consolidated/
K Z Leasing,511728,,Finance & Investments,33.0,7.96,10.03,0.0,-1.64,-290.48,-0.01,-133.33,8.85,0.35,16.44,-68.72,2.37,-65.58,8.0,0.48,-6.28,511728.0,https://www.screener.in/company/511728/consolidated/
K-Lifestyle,514221,,Textiles - Products,0.38,,38.85,0.0,-1.13,82.4,0.92,-65.54,-5.85,,14.39,-70.68,-0.56,4.42,868.62,,-18241.0,514221.0,https://www.screener.in/company/514221/consolidated/
K.P. Energy,539686,,Engineering - Turnkey Services,382.35,43.72,2549.89,0.04,24.9,60.85,207.26,39.62,40.99,0.47,5.39,8.07,8.74,-44.06,26.54,13.74,108.08,539686.0,https://www.screener.in/company/539686/consolidated/
K&R Rail Engine.,514360,,Construction,451.85,122.96,956.61,0.0,-7.78,-340.87,153.51,-25.82,16.99,0.0,1.44,69.91,3.67,43.77,59.77,22.65,-117.1,514360.0,https://www.screener.in/company/514360/consolidated/
K2 Infragen,,K2INFRA,Engineering - Turnkey Services,239.4,24.26,302.08,0.0,6.38,,49.33,,50.89,0.56,2.78,45.37,13.52,12.62,14.29,,-188.65,K2INFRA,https://www.screener.in/company/K2INFRA/consolidated/
Kaarya Facilit.,540756,,Miscellaneous,5.61,,5.25,0.0,-2.31,,15.66,,-40.61,,0.18,30.68,-5.41,20.32,-3.18,,34.32,540756.0,https://www.screener.in/company/540756/consolidated/
Kabra Drugs,524322,,Pharmaceuticals - Indian - Formulations,8.3,,3.64,0.0,-0.37,-164.29,0.0,,-43.02,1.58,,,-1.69,28.38,-3.62,3.37,-7.66,524322.0,https://www.screener.in/company/524322/consolidated/
Kabra Extrusion,524109,KABRAEXTRU,Engineering,384.0,46.87,1343.79,0.91,2.56,-54.04,88.2,-34.0,10.45,0.19,2.39,-19.48,8.2,-20.65,21.4,2.98,-38.52,KABRAEXTRU,https://www.screener.in/company/KABRAEXTRU/consolidated/
Kabsons Industri,524675,,Trading,39.51,28.16,68.99,0.0,0.84,300.0,9.51,81.14,22.89,0.03,2.53,60.12,1.49,-21.12,20.33,5.81,480.71,524675.0,https://www.screener.in/company/524675/consolidated/
Kachchh Minerals,531778,,Mining / Minerals / Metals,29.98,25.64,15.9,0.0,-0.11,-57.14,0.0,,32.45,0.15,6.09,327.87,1.17,119.4,21.21,8.28,37.24,531778.0,https://www.screener.in/company/531778/consolidated/
Kahan Packaging,543979,,Packaging,74.0,20.13,20.13,0.0,0.45,,12.53,,21.12,0.73,0.81,40.98,3.68,-159.0,11.11,2.31,-37.31,543979.0,https://www.screener.in/company/543979/consolidated/
Kaira Can,504840,,Packaging,1918.55,47.19,176.51,0.63,0.75,-46.04,54.4,-6.98,6.27,0.0,0.79,-11.83,40.88,16.64,19.21,2.04,13.68,504840.0,https://www.screener.in/company/504840/consolidated/
Kaiser Corporat.,531780,,Printing & Stationery,9.49,156.04,49.93,0.0,0.4,-94.61,3.43,-73.29,10.19,1.7,1.95,35.7,0.06,-39.73,25.51,6.89,-21.35,531780.0,https://www.screener.in/company/531780/consolidated/
Kaizen Agro,538833,,Trading,19.25,989.77,98.98,0.0,0.11,1000.0,16.23,43.5,0.15,0.0,3.03,47.39,0.02,5878.57,608.63,0.86,-6.41,538833.0,https://www.screener.in/company/538833/consolidated/
Kajaria Ceramics,500233,KAJARIACER,Ceramics - Tiles / Sanitaryware,1395.55,54.96,22223.77,0.64,92.32,-16.46,1113.69,4.65,21.43,0.09,4.8,4.28,25.39,55.57,29.61,8.5,251.33,KAJARIACER,https://www.screener.in/company/KAJARIACER/consolidated/
Kaka Industries,543939,,Plastics Products,256.9,26.99,350.93,0.0,6.5,,82.64,,33.15,0.87,2.06,10.58,9.52,-146.67,18.38,6.82,-150.9,543939.0,https://www.screener.in/company/543939/consolidated/
Kakatiya Cement,500234,KAKATCEM,Cement - South India,225.5,,174.91,1.33,1.42,317.65,30.86,-32.68,1.1,0.42,1.12,1.17,-1.72,-482.08,26.16,0.78,-3.9,KAKATCEM,https://www.screener.in/company/KAKATCEM/consolidated/
Kakatiya Textile,521054,,Textiles - Cotton/Blended,21.55,,12.52,0.0,-0.45,-225.0,0.21,-80.0,-45.82,,15.85,-89.44,-2.53,131.74,-24.07,,4.93,521054.0,https://www.screener.in/company/521054/consolidated/
Kalahridhaan,,KTL,Textiles - Products,41.55,8.87,71.41,0.0,3.22,,109.9,,23.75,1.38,0.37,5.43,4.68,-53.09,7.09,1.47,-147.21,KTL,https://www.screener.in/company/KTL/consolidated/
Kallam Textiles,530201,,Textiles - Cotton/Blended,8.06,,42.56,0.0,-10.98,-673.24,61.94,-44.68,-4.2,1.94,0.12,-11.02,-7.09,-115.43,-76.42,0.26,14.55,530201.0,https://www.screener.in/company/530201/consolidated/
Kalpataru Proj.,522287,KPIL,Transmisson Line Towers / Equipment,1254.45,42.63,20417.35,0.64,84.0,-25.66,4587.0,8.16,15.99,0.78,1.02,18.0,30.04,42.98,13.83,3.97,-371.56,KPIL,https://www.screener.in/company/KPIL/consolidated/
Kalyan Capitals,538778,,Finance & Investments,15.15,13.24,79.56,0.0,1.72,47.37,9.8,68.38,19.03,2.66,2.51,57.87,1.14,29.6,6.53,1.69,99.19,538778.0,https://www.screener.in/company/538778/consolidated/
Kalyan Jewellers,543278,KALYANKJIL,Diamond Cutting / Jewellery,543.75,89.01,56104.75,0.22,177.56,23.69,5535.48,26.5,14.04,1.07,2.85,30.39,6.13,91.12,41.12,13.37,72.08,KALYANKJIL,https://www.screener.in/company/KALYANKJIL/consolidated/
Kalyani Cast-Tec,544023,,Castings & Forgings,420.95,31.49,302.26,0.0,3.73,,45.26,,75.54,0.15,3.2,49.33,13.37,-82.68,21.24,6.0,88.84,544023.0,https://www.screener.in/company/544023/consolidated/
Kalyani Forge,513509,KALYANIFRG,Castings & Forgings,532.0,42.42,193.04,0.57,0.71,123.43,56.82,-10.63,8.04,0.74,0.82,-11.2,12.51,-138.54,13.98,2.36,-29.7,KALYANIFRG,https://www.screener.in/company/KALYANIFRG/consolidated/
Kalyani Invest.,533302,KICL,Finance & Investments,5767.15,44.04,2518.61,0.0,22.94,722.22,22.61,306.65,1.07,0.0,35.25,20.0,131.01,-10.11,31.5,0.31,7786.87,KICL,https://www.screener.in/company/KICL/consolidated/
Kalyani Steels,500235,KSL,Steel - Medium / Small,830.85,14.71,3627.49,1.2,62.55,-10.26,502.83,9.41,16.63,0.35,1.85,3.17,56.69,-72.53,8.83,2.15,-15.53,KSL,https://www.screener.in/company/KSL/consolidated/
Kama Holdings,532468,,Finance & Investments,2681.55,9.87,8605.25,1.32,622.71,42.73,3795.53,0.72,13.56,0.76,0.64,-10.96,272.27,-3.5,4.52,1.3,830.27,532468.0,https://www.screener.in/company/532468/consolidated/
Kamadgiri Fash.,514322,,Textiles - Processing,77.74,175.49,45.63,0.0,0.15,109.93,46.31,-8.13,6.37,1.21,0.21,-18.55,0.44,399.13,7.0,1.33,5.37,514322.0,https://www.screener.in/company/514322/consolidated/
Kamanwala Housin,511131,,Construction,16.2,,22.82,0.0,-2.11,74.52,0.0,-100.0,-3.29,0.02,8.15,-27.65,-1.64,58.44,-10.63,0.33,18.04,511131.0,https://www.screener.in/company/511131/consolidated/
Kamat Hotels,526668,KAMATHOTEL,Hotels,223.25,28.65,581.63,0.0,2.13,-95.08,84.51,4.98,17.71,1.29,1.91,3.19,17.31,213.04,7.92,2.81,7.21,KAMATHOTEL,https://www.screener.in/company/KAMATHOTEL/consolidated/
Kamdhenu,532741,KAMDHENU,Steel - Medium / Small,476.9,25.47,1281.64,0.42,16.75,55.67,176.04,5.48,35.11,0.01,1.77,-1.01,18.64,147.06,16.89,6.02,19.96,KAMDHENU,https://www.screener.in/company/KAMDHENU/consolidated/
Kamdhenu Venture,543747,KAMOPAINTS,Trading,38.37,84.01,1204.68,0.0,4.2,268.67,85.15,20.27,12.29,0.13,4.13,12.41,0.44,-110.01,50.47,7.57,-376.71,KAMOPAINTS,https://www.screener.in/company/KAMOPAINTS/consolidated/
Kanani Industrie,506184,KANANIIND,Diamond Cutting / Jewellery,2.95,93.84,58.18,0.0,0.03,400.0,53.29,-13.85,1.75,0.09,0.26,-17.63,0.03,1341.96,43.43,0.93,-18.52,KANANIIND,https://www.screener.in/company/KANANIIND/consolidated/
Kanchi Karpooram,538896,,Chemicals,479.9,,208.47,0.21,2.08,16.85,48.3,-0.9,0.71,0.0,1.43,-33.76,1.38,1934.29,38.06,1.06,-30.39,538896.0,https://www.screener.in/company/538896/consolidated/
Kanco Tea,541005,,Tea,72.18,,36.97,1.39,-9.29,25.02,3.23,29.72,-6.44,0.56,0.48,-27.7,-17.26,139.62,-15.77,0.55,26.24,541005.0,https://www.screener.in/company/541005/consolidated/
Kandagiri Spinng,521242,,Trading,25.58,,9.85,0.0,-0.87,-238.1,1.5,21.95,5.24,,6.57,21.95,-4.6,-267.86,32.86,,20.84,521242.0,https://www.screener.in/company/521242/consolidated/
Kandarp Digi,,KANDARP,Computers - Software - Medium / Small,40.35,35.85,36.21,0.0,0.7,,9.61,,10.5,0.27,2.19,2.48,1.13,-71.22,14.06,2.02,-5.51,KANDARP,https://www.screener.in/company/KANDARP/consolidated/
Kanel Indust.,500236,,Trading,1.5,,2.76,0.0,-0.01,0.0,0.0,,-7.92,,,,-0.15,22.22,-53.68,,-95.86,500236.0,https://www.screener.in/company/500236/consolidated/
Kanishk Steel,513456,,Steel - Medium / Small,27.5,30.08,78.21,0.0,-3.5,-153.62,97.46,-8.13,5.52,0.56,0.2,-3.51,0.92,4.53,9.48,0.8,-2.73,513456.0,https://www.screener.in/company/513456/consolidated/
Kanoria Chem.,506525,KANORICHEM,Chemicals,118.0,,514.85,0.0,-22.93,-1748.36,384.13,-4.2,1.09,0.85,0.35,-8.42,-11.99,296.29,20.74,0.86,-83.73,KANORICHEM,https://www.screener.in/company/KANORICHEM/consolidated/
Kanoria Energy,539620,,Cement Products,32.75,35.77,279.33,0.15,0.07,120.0,76.89,-14.43,11.54,1.41,0.8,11.01,0.92,-33.53,14.86,3.15,-23.08,539620.0,https://www.screener.in/company/539620/consolidated/
Kanpur Plastipa.,507779,KANPRPLA,Packaging,120.7,321.58,260.48,0.41,3.26,-55.1,152.83,38.68,4.89,1.25,0.52,4.52,0.38,-287.12,15.44,1.44,18.25,KANPRPLA,https://www.screener.in/company/KANPRPLA/consolidated/
Kansai Nerolac,500165,KANSAINER,Paints / Varnishes,296.85,35.99,23996.76,0.84,224.87,-0.67,2133.06,-1.1,16.56,0.05,3.09,1.69,8.39,70.72,21.17,4.3,83.75,KANSAINER,https://www.screener.in/company/KANSAINER/consolidated/
Kanungo Financi.,540515,,Finance & Investments,6.55,11.66,3.03,0.0,0.14,450.0,0.0,,6.24,2.08,,-100.0,0.56,-654.64,15.44,0.5,59.92,540515.0,https://www.screener.in/company/540515/consolidated/
Kapil Cotex,512036,,Textiles - Processing,168.0,11.34,17.47,0.0,0.49,,0.0,,26.26,0.0,,,14.81,28.19,4.81,1.61,-25.83,512036.0,https://www.screener.in/company/512036/consolidated/
Kapil Raj Financ,539679,,Finance & Investments,22.0,,24.07,0.0,-0.04,-110.81,0.0,,-0.3,0.0,,-100.0,-0.02,200.0,-1200.5,1.97,-14.55,539679.0,https://www.screener.in/company/539679/consolidated/
Kapston Services,,KAPSTON,Miscellaneous,438.05,35.35,444.36,0.0,2.76,203.3,141.47,33.4,12.64,1.43,0.85,30.36,12.39,13.74,22.36,6.21,-2569.81,KAPSTON,https://www.screener.in/company/KAPSTON/consolidated/
Karma Energy Ltd,533451,KARMAENG,Power Generation And Supply,82.7,53.03,94.92,0.0,-1.74,-213.73,1.03,-10.43,2.44,0.03,7.69,-3.59,0.1,341.75,24.16,2.49,17.79,KARMAENG,https://www.screener.in/company/KARMAENG/consolidated/
Karnataka Bank,532652,KTKBANK,Banks - Private Sector,220.95,6.24,8341.38,2.49,400.33,7.99,2277.99,16.3,6.76,10.83,0.97,14.14,37.98,3.66,13.28,0.84,52.27,KTKBANK,https://www.screener.in/company/KTKBANK/consolidated/
Karnavati Financ,538928,,Finance & Investments,2.32,,23.31,0.0,-0.18,69.49,0.89,-11.88,0.0,1.31,7.67,6.67,-0.17,,,1.96,-4.1,538928.0,https://www.screener.in/company/538928/consolidated/
Karnika Industri,,KARNIKA,Textiles - Products,285.05,34.99,353.44,0.0,5.59,,62.93,,26.2,0.98,2.78,2.74,8.15,-55.41,20.46,6.66,-33.79,KARNIKA,https://www.screener.in/company/KARNIKA/consolidated/
Karnimata Cold,537784,,Miscellaneous,10.26,8.56,5.22,0.0,-0.38,-1300.0,1.43,-5.33,8.83,0.98,1.25,-7.1,1.2,91.03,6.42,0.58,-33.56,537784.0,https://www.screener.in/company/537784/consolidated/
Kartik Invest.,501151,,Finance & Investments,824.5,,20.12,0.0,-0.01,0.0,0.0,,-0.24,0.0,503.0,100.0,-0.41,500.0,-1957.0,4.5,-489.25,501151.0,https://www.screener.in/company/501151/consolidated/
Karur Vysya Bank,590003,KARURVYSYA,Banks - Private Sector,211.85,10.01,17066.72,1.13,458.65,27.89,2284.53,21.33,6.89,9.12,1.98,24.25,21.21,41.55,14.94,1.7,89.1,KARURVYSYA,https://www.screener.in/company/KARURVYSYA/consolidated/
Kashyap TeleMed.,531960,,Computers - Software - Medium / Small,2.31,,11.02,0.0,-0.03,,0.04,0.0,-4.58,0.0,58.0,-5.0,-0.01,0.0,-364.33,17.22,156.14,531960.0,https://www.screener.in/company/531960/consolidated/
Katare Spinning,502933,,Textiles - Cotton/Blended,239.95,,68.38,0.0,-1.71,-40.16,0.89,-70.72,-1.43,0.03,17.1,-41.78,-6.56,10.29,-159.78,0.58,-18.53,502933.0,https://www.screener.in/company/502933/consolidated/
Kataria,,KATARIA,Steel - Medium / Small,208.75,46.19,449.46,0.0,,,,,18.53,1.38,1.33,2.34,6.32,202.53,17.53,,-77.31,KATARIA,https://www.screener.in/company/KATARIA/consolidated/
Kaushalya,,KLL,Trading,107.3,21.85,198.83,0.0,4.79,,587.29,,28.09,1.38,0.14,134.69,4.91,-147.31,13.09,4.09,100.55,KLL,https://www.screener.in/company/KLL/consolidated/
Kaushalya Infra.,532925,KAUSHALYA,Hotels,960.4,2.17,32.75,0.0,13.88,-8.32,0.05,66.67,23.36,0.0,233.93,16.67,436.04,124.79,1.8,0.46,47.32,KAUSHALYA,https://www.screener.in/company/KAUSHALYA/consolidated/
Kaveri Seed Co.,532899,KSCL,Miscellaneous,1032.0,17.78,5313.06,0.48,-0.4,98.26,98.35,33.48,24.66,0.0,4.63,7.54,58.08,90.18,15.15,4.31,28.27,KSCL,https://www.screener.in/company/KSCL/consolidated/
Kavveri Telecom,590041,KAVVERITEL,Telecommunications - Equipment,34.54,,68.05,0.0,-0.3,-3.45,0.74,-25.25,-2.11,0.0,36.2,-33.33,-0.67,1080.0,-79.29,1.48,-3.57,KAVVERITEL,https://www.screener.in/company/KAVVERITEL/consolidated/
Kay Cee,,KCEIL,Construction,336.35,56.28,368.64,0.0,3.76,,40.34,,28.62,0.59,5.72,5.53,5.98,-99.61,30.14,8.26,-27.95,KCEIL,https://www.screener.in/company/KCEIL/consolidated/
Kay Power &Paper,530255,,Paper,40.95,29.04,43.57,0.0,0.66,414.29,11.23,38.47,4.75,7.85,1.21,-13.48,1.41,197.99,23.15,12.56,-6.19,530255.0,https://www.screener.in/company/530255/consolidated/
Kaya Ltd,539276,KAYA,Miscellaneous,527.25,,699.72,0.0,-99.22,-75.98,95.55,3.19,-80.45,,1.73,7.3,-98.91,-5.63,-38.45,,24.95,KAYA,https://www.screener.in/company/KAYA/consolidated/
Kaycee Inds.,504084,,Electric Equipment,2028.5,125.73,643.74,0.3,1.5,72.41,12.61,11.49,24.28,0.17,12.85,16.51,17.07,59.92,78.23,25.54,-191.59,504084.0,https://www.screener.in/company/504084/consolidated/
Kaynes Tech,543664,KAYNES,Electronics - Components,4258.75,129.93,27226.2,0.0,50.78,106.0,503.98,69.59,14.52,0.13,13.54,60.28,33.28,-95.07,72.91,10.95,-260.96,KAYNES,https://www.screener.in/company/KAYNES/consolidated/
KBC Global,541161,KBCGLOBAL,Construction,1.8,,267.37,0.0,-5.4,18.06,12.55,-79.92,-2.62,0.08,12.97,-80.95,-0.34,-169.37,-12.87,0.22,-0.41,KBCGLOBAL,https://www.screener.in/company/KBCGLOBAL/consolidated/
KBS India,530357,,Finance & Investments,8.83,1365.03,95.55,0.0,0.77,670.0,0.6,93.55,0.51,0.0,54.91,-12.12,0.01,588.24,198.15,2.86,-55.24,530357.0,https://www.screener.in/company/530357/consolidated/
KCD Industries,540696,,Construction,8.2,8.68,20.74,0.0,0.11,-83.82,0.69,-77.3,15.43,0.0,1.07,391.09,0.95,-756.63,5.68,0.49,689.67,540696.0,https://www.screener.in/company/540696/consolidated/
KCK Industries,,KCK,Food - Processing - Indian,212.75,122.59,196.15,0.0,1.5,,42.8,,9.33,1.04,2.56,-17.44,1.74,209.19,39.85,8.86,-9.11,KCK,https://www.screener.in/company/KCK/consolidated/
KCL Infra,531784,,Construction,1.43,27.76,24.15,0.0,-0.54,-1000.0,1.58,-74.39,3.51,0.07,2.82,-56.19,0.05,-82.87,12.97,0.44,-2.04,531784.0,https://www.screener.in/company/531784/consolidated/
KCP Sugar &Inds.,533192,KCPSUGIND,Sugar,47.12,6.38,534.38,0.42,54.12,76.4,88.67,-7.48,14.37,0.33,1.58,8.7,7.9,42.63,5.61,1.22,34.28,KCPSUGIND,https://www.screener.in/company/KCPSUGIND/consolidated/
KDDL Ltd,532054,KDDL,Miscellaneous,3320.3,40.62,4171.02,1.75,34.81,58.33,347.61,16.16,18.13,0.34,3.0,24.26,81.9,11.21,14.03,5.67,-157.87,KDDL,https://www.screener.in/company/KDDL/consolidated/
Keerthi Indus,518011,,Cement - South India,113.0,,90.63,0.0,-4.49,-180.62,50.23,-24.26,-11.25,0.95,0.43,-11.82,-19.57,-57.51,-48.61,1.42,-5.17,518011.0,https://www.screener.in/company/518011/consolidated/
KEI Industries,517569,KEI,Cables - Power,4040.35,59.79,36472.3,0.09,150.25,23.77,2060.5,15.59,27.21,0.05,4.35,17.65,67.59,24.2,38.54,11.58,86.34,KEI,https://www.screener.in/company/KEI/consolidated/
Kellton Tech,519602,KELLTONTEC,Computers - Software - Medium / Small,144.8,20.57,1409.65,0.0,19.94,29.31,261.93,5.18,16.17,0.31,1.42,4.84,7.06,17.58,13.77,3.18,315.37,KELLTONTEC,https://www.screener.in/company/KELLTONTEC/consolidated/
Keltech Energies,506528,,Chemicals,3732.2,19.39,373.22,0.04,6.21,-5.91,120.94,-23.02,25.52,0.25,0.83,-20.17,194.1,138.32,9.87,3.75,28.53,506528.0,https://www.screener.in/company/506528/consolidated/
Kemistar Corp.,531163,,Trading,64.15,130.23,69.02,0.62,0.19,375.0,4.19,29.72,4.56,0.39,6.23,-39.08,0.49,-353.4,53.2,3.84,118.05,531163.0,https://www.screener.in/company/531163/consolidated/
Kemp & Co.,506530,,Construction,1058.0,,114.26,1.13,0.22,-77.55,0.74,-1.33,-0.25,0.0,38.73,-1.01,-2.31,430.36,-242.72,0.54,-83.27,506530.0,https://www.screener.in/company/506530/consolidated/
KEN Fin.Serv.,530547,,Finance & Investments,15.5,51.67,4.65,0.0,0.01,-94.44,0.15,-78.87,3.33,0.3,8.02,-92.59,0.27,-22.58,21.81,0.65,0.38,530547.0,https://www.screener.in/company/530547/consolidated/
Kennametal India,505890,,Castings & Forgings,3265.0,80.1,7175.89,0.92,38.3,85.19,268.8,5.12,17.38,0.0,6.66,0.98,45.04,54.71,41.71,9.82,-447.21,505890.0,https://www.screener.in/company/505890/consolidated/
Kenvi Jewels,540953,,Diamond Cutting / Jewellery,5.99,80.53,75.7,0.0,0.16,-15.79,23.4,-10.07,7.22,0.58,0.44,27.99,0.07,55.9,40.73,5.27,553.93,540953.0,https://www.screener.in/company/540953/consolidated/
Kerala Ayurveda,530163,,Pharmaceuticals - Indian - Formulations,312.0,,375.42,0.0,0.1,-5.56,27.39,14.89,6.26,2.1,3.67,9.56,-1.27,16.58,59.44,11.67,112.06,530163.0,https://www.screener.in/company/530163/consolidated/
Kernex Microsys.,532686,KERNEX,Electronics - Components,650.35,,1092.13,0.0,3.57,505.68,28.68,2887.5,-21.52,0.26,23.08,1079.8,-13.29,394.72,-76.82,10.22,-33.67,KERNEX,https://www.screener.in/company/KERNEX/consolidated/
Kesar Enterprise,507180,,Sugar,171.3,2.07,172.66,0.0,125.27,135.38,179.17,-8.73,46.57,0.39,0.33,-3.93,82.93,57.08,2.01,0.9,25.95,507180.0,https://www.screener.in/company/507180/consolidated/
Kesar India,543542,,Construction,754.3,185.11,1864.09,0.0,3.57,,31.38,,66.6,0.74,35.42,246.48,4.07,64.44,127.02,63.75,-188.14,543542.0,https://www.screener.in/company/543542/consolidated/
Kesar Petroprod.,524174,,Chemicals,18.84,36.65,182.14,0.0,3.05,2006.25,49.6,58.72,3.54,0.5,1.22,24.12,0.51,-504.11,22.47,1.46,-66.88,524174.0,https://www.screener.in/company/524174/consolidated/
Kesar Terminals,533289,,Miscellaneous,97.96,,107.04,0.0,-9.81,-581.25,8.13,-12.49,-23.0,,3.43,-15.56,-47.3,-538.22,19.88,,17.1,533289.0,https://www.screener.in/company/533289/consolidated/
